id	kind	owner_skill	parameterized_suite	definition_location
TREG-006	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:35
TREG-007	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:36
TREG-008	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/descriptor-registry.md:37
TX-001	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:19
TX-002	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:21
TX-003	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:23
TX-004	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:25
TX-005	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:35
TX-006	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:53
TX-007	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:55
TX-008	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:57
TX-010	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:61
TX-011	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:63
TX-012	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:83
TX-013	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:85
TX-014	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:87
TX-015	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:89
TX-016	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:91
TX-017	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:93
TX-018	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:95
TX-019	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:97
TX-020	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:99
TX-021	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:101
TX-022	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:103
TX-023	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:105
TX-024	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:107
TX-025	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:109
TX-026	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:111
TX-027	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:113
TX-028	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:115
TX-030	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:119
TX-031	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:121
TX-032	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:123
TX-033	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:125
TX-034	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:127
TX-035	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:129
TX-036	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:131
TX-037	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:133
TX-040	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:137
TX-041	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:139
TX-042	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:141
TX-043	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:143
TX-044	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:145
TX-045	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:147
TX-046	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:149
TX-047	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:151
TX-048	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:153
TX-049	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:155
TX-050	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:157
TX-051	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:159
TX-052	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:168
TX-053	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:170
TX-054	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:172
TX-060	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:176
TX-061	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:188
TX-062	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:190
TX-063	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:192
TX-064	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:194
TX-065	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:196
TX-066	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:198
TX-067	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:200
TX-070	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:204
TX-071	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:206
TX-072	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:208
TX-073	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:210
TX-080	contract	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:214
TX-A01	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:232
TX-A02	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:234
TX-A03	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:236
TX-A04	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:238
TX-A05	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:240
TX-A06	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:242
TX-A07	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:244
TX-A08	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:246
TX-A09	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:248
TX-A10	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:250
TX-A11	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:252
TX-A12	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:254
TX-A13	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:256
TX-A14	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:258
TX-A15	scenario	implementation-transcript-recovery	CONF-016	.codex/skills/implementation-transcript-recovery/references/transcript-recovery-contract.md:260
